Date,MMWR_week,Location,ShortName,LongName,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Census2019,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Ratio_Admin_Dist,Administered_Dose1,Administered_Dose2,Administered_Dose_Other,Administered_Dose1_Per_100K,Administered_Dose2_Per_100K,Administered_Dose_Other_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus
2021-02-03,,VA,VAA,Virginia,1370975,922940,16062,10813,8535519,,,,,757544,138321,,8875,1621,,8.9,1.6,,,,,,,,,,,,
2021-02-04,,VA,VAA,Virginia,1381375,949066,16184,11119,8535519,,,,,774590,146937,,9075,1721,,9.1,1.7,,,,,,,,,,,,
2021-02-05,,VA,VAA,Virginia,1387775,993848,16259,11644,8535519,,,,,805624,159239,,9438,1866,,9.4,1.9,,,,,,,,,,,,
2021-02-06,,VA,VAA,Virginia,1387775,1052577,16259,12332,8535519,,,,,842587,180751,,9872,2118,,9.9,2.1,,,,,,,,,,,,
2021-02-07,,VA,VAA,Virginia,1387775,1103370,16259,12927,8535519,,,,,875842,198115,,10261,2321,,10.3,2.3,,,,,,,,,,,,
2021-02-08,,VA,VAA,Virginia,1387775,1135639,16259,13305,8535519,,,,,897049,209104,,10510,2450,,10.5,2.4,,,,,,,,,,,,
2021-02-09,,VA,VAA,Virginia,1544150,1161590,18091,13609,8535519,,,,,912014,219823,,10685,2575,,10.7,2.6,,,,,,,,,,,,
2021-02-10,,VA,VAA,Virginia,1559275,1187340,18268,13911,8535519,,,,,925586,231608,,10844,2713,,10.8,2.7,,,,,,,,,,,,
2021-02-11,,VA,VAA,Virginia,1589875,1223199,18627,14331,8535519,,,,,945182,247784,,11074,2903,,11.1,2.9,,,,,,,,,,,,
2021-02-12,,VA,VAA,Virginia,1590575,1274838,18635,14936,8535519,,,,,971199,273106,,11378,3200,,11.4,3.2,,,,,,,,,,,,
2021-02-13,,VA,VAA,Virginia,1596425,1330305,18703,15586,8535519,,,,,993156,306484,,11636,3591,,11.6,3.6,,,,,,,,,,,,
2021-02-14,,VA,VAA,Virginia,1596425,1355231,18703,15878,8535519,,,,,1004422,320109,,11768,3750,,11.8,3.8,,,,,,,,,,,,
2021-02-16,,VA,VAA,Virginia,1648500,1431501,19313,16771,8535519,,,,,1046408,354097,,12259,4149,,12.3,4.2,,,,,,,,,,,,
2021-02-17,,VA,VAA,Virginia,1714800,1460103,20090,17106,8535519,,,,,1060294,368764,,12422,4320,,12.4,4.3,,,,,,,,,,,,
2021-02-18,,VA,VAA,Virginia,1714800,1503786,20090,17618,8535519,,,,,1076555,396059,,12613,4640,,12.6,4.7,,,,,,,,,,,,
2021-02-19,,VA,VAA,Virginia,1942700,1645485,22760,19278,8535519,,,,,1154362,459751,,13524,5386,,13.6,5.4,,,,,,,,,,,,
2021-02-20,,VA,VAA,Virginia,1948550,1671217,22829,19580,8535519,,,,,1162487,477252,,13619,5591,,13.7,5.6,,,,,,,,,,,,
2021-02-21,,VA,VAA,Virginia,1949525,1705294,22840,19979,8535519,,,,,1172647,501118,,13738,5871,,13.8,5.9,,,,,,,,,,,,
2021-02-22,,VA,VAA,Virginia,1949525,1735451,22840,20332,8535519,,,,,1183068,520814,,13861,6102,,14,6.1,Report,1748020,1192485,524556,1191603,524343,17.9,7.9,6674671,29208,1734310,25983
2021-02-23,,VA,VAA,Virginia,2283165,1765927,26749,20689,8535519,,,,,1197154,537009,,14026,6291,,14.1,6.3,Report,1778493,1206552,540768,1205644,540546,18.1,8.1,6674671,34206,1764750,26440
2021-02-24,,VA,VAA,Virginia,2360275,1803505,27652,21129,8535519,,,,,1213282,558330,,14215,6541,,14.3,6.6,Report,1816420,1222818,562296,1221886,562063,18.3,8.4,6674671,35362,1802290,27002
2021-02-25,,VA,VAA,Virginia,2368825,1848774,27753,21660,8535519,,,,,1229982,586723,,14410,6874,,14.5,6.9,Report,1862103,1239868,590745,1238910,590493,18.6,8.8,6674671,35490,1847511,27679
2021-02-26,,VA,VAA,Virginia,2428885,1922788,28456,22527,8535519,,,,,1257635,632836,,14734,7414,,14.9,7.5,Report,1936062,1267905,636415,1266915,636148,19,9.5,6674671,36390,1921481,28788
2021-02-27,,VA,VAA,Virginia,2536495,2002734,29717,23464,8535519,,,,,1306124,664132,,15302,7781,,15.4,7.8,Report,2016971,1316987,668076,1315954,667799,19.7,10,6674671,38002,2001372,29985
2021-02-28,,VA,VAA,Virginia,2536495,2086194,29717,24441,8535519,,,,,1336428,717061,,15657,8401,,15.8,8.4,Report,2102240,1349077,721028,1348001,720735,20.2,10.8,6674671,38002,2084773,31234
2021-03-01,,VA,VAA,Virginia,2536495,2136926,29717,25036,8535519,,,,,1367037,737028,,16016,8635,,16.2,8.7,Report,2153385,1379963,741128,1378845,740826,20.7,11.1,6674671,38002,2135454,31993
2021-03-02,,VA,VAA,Virginia,2735305,2171427,32046,25440,8535519,,,,,1389614,748805,,16280,8773,,16.4,8.8,Report,2187973,1402684,752851,1401539,752545,21,11.3,6674671,40980,2169924,32510
2021-03-03,,VA,VAA,Virginia,2762975,2220648,32370,26017,8535519,,,,,1418234,769180,,16616,9012,,16.8,9.1,Report,2237822,1431797,773361,1430624,773042,21.4,11.6,6674671,41395,2219104,33247
2021-03-04,,VA,VAA,Virginia,2784575,2284452,32623,26764,8535519,,,,,1455705,794630,,17055,9310,,17.2,9.4,Report,2301886,1469462,798930,1468258,798598,22,12,6674671,41719,2282857,34202
2021-03-05,,VA,VAA,Virginia,2825165,2342449,33099,27444,8535519,,,,,1489060,818962,,17445,9595,,17.6,9.6,Report,2360346,1503158,823381,1501915,823036,22.5,12.3,6674671,42327,2340804,35070
2021-03-06,,VA,VAA,Virginia,2881325,2392680,33757,28032,8535519,,,,,1518467,839517,,17790,9836,,18,9.9,Report,2411914,1533362,844476,1532083,844122,23,12.6,6674671,43168,2390988,35822
2021-03-07,,VA,VAA,Virginia,2881325,2445932,33757,28656,8535519,,,,,1552327,858640,,18187,10060,,18.4,10.1,Report,2465833,1567671,863819,1566346,863443,23.5,12.9,6674671,43168,2444169,36619
2020-12-30,52,VA2,VA2,Veterans Health,401075,73318,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,VA2,VA2,Veterans Health,465425,116374,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,VA2,VA2,Veterans Health,477125,117975,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,VA2,VA2,Veterans Health,584300,118952,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,VA2,VA2,Veterans Health,617450,133450,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,VA2,VA2,Veterans Health,617450,149496,0,0,0,68473,81023,0,0.242,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,VA2,VA2,Veterans Health,617450,168159,0,0,0,78615,89544,0,0.272,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,VA2,VA2,Veterans Health,804525,224109,0,0,0,105127,118982,0,0.279,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,VA2,VA2,Veterans Health,885950,226754,0,0,0,106382,120372,0,0.256,207449,19301,4,0,0,0,,,,,,,,,,,,,,
2021-01-13,2,VA2,VA2,Veterans Health,941525,254377,0,0,0,120248,134129,0,0.27,227886,26487,4,0,0,0,,,,,,,,,,,,,,
2021-01-14,,VA2,VA2,Veterans Health,941925,284697,0,0,0,,,,,252993,31397,,0,0,,,,,,,,,,,,,,,
2021-01-15,,VA2,VA2,Veterans Health,994425,317771,0,0,0,,,,,280461,36983,,0,0,,,,,,,,,,,,,,,
2021-01-19,,VA2,VA2,Veterans Health,994425,416209,0,0,0,,,,,372382,43469,,0,0,,,,,,,,,,,,,,,
2021-01-20,,VA2,VA2,Veterans Health,1048050,432569,0,0,0,,,,,387870,44329,,0,0,,,,,,,,,,,,,,,
2021-01-21,,VA2,VA2,Veterans Health,1100725,527258,0,0,0,,,,,463738,62996,,0,0,,,,,,,,,,,,,,,
2021-01-22,,VA2,VA2,Veterans Health,1150825,579663,0,0,0,,,,,497096,81966,,0,0,,,,,,,,,,,,,,,
2021-01-23,,VA2,VA2,Veterans Health,1151525,623590,0,0,0,,,,,529784,93168,,0,0,,,,,,,,,,,,,,,
2021-01-24,,VA2,VA2,Veterans Health,1151525,664245,0,0,0,,,,,564247,99328,,0,0,,,,,,,,,,,,,,,
2021-01-25,,VA2,VA2,Veterans Health,1151525,702779,0,0,0,,,,,600685,101396,,0,0,,,,,,,,,,,,,,,
2021-01-26,,VA2,VA2,Veterans Health,1260325,703351,0,0,0,,,,,600904,101749,,0,0,,,,,,,,,,,,,,,
2021-01-27,,VA2,VA2,Veterans Health,1312125,746109,0,0,0,,,,,626115,119254,,0,0,,,,,,,,,,,,,,,
2021-01-28,,VA2,VA2,Veterans Health,1367700,792348,0,0,0,,,,,655236,136319,,0,0,,0,0,,,,,,,,,,,,
2021-01-29,,VA2,VA2,Veterans Health,1367700,841497,0,0,0,,,,,688872,151793,,0,0,,0,0,,,,,,,,,,,,
2021-01-30,,VA2,VA2,Veterans Health,1367700,888305,0,0,0,,,,,721252,166191,,0,0,,0,0,,,,,,,,,,,,
2021-01-31,,VA2,VA2,Veterans Health,1367700,932278,0,0,0,,,,,754720,176655,,0,0,,0,0,,,,,,,,,,,,
2021-02-01,,VA2,VA2,Veterans Health,1367700,963346,0,0,0,,,,,781179,181258,,0,0,,0,0,,,,,,,,,,,,
2021-02-02,,VA2,VA2,Veterans Health,1491725,973371,0,0,0,,,,,789785,182677,,0,0,,0,0,,,,,,,,,,,,
2021-02-03,,VA2,VA2,Veterans Health,1543525,1013974,0,0,0,,,,,813455,199554,,0,0,,0,0,,,,,,,,,,,,
2021-02-04,,VA2,VA2,Veterans Health,1598925,1026173,0,0,0,,,,,816665,208498,,0,0,,0,0,,,,,,,,,,,,
2021-02-05,,VA2,VA2,Veterans Health,1600425,1078011,0,0,0,,,,,847699,229255,,0,0,,0,0,,,,,,,,,,,,
2021-02-06,,VA2,VA2,Veterans Health,1733525,1130808,0,0,0,,,,,876409,253303,,0,0,,0,0,,,,,,,,,,,,
2021-02-07,,VA2,VA2,Veterans Health,1733525,1220300,0,0,0,,,,,927688,291482,,0,0,,0,0,,,,,,,,,,,,
2021-02-08,,VA2,VA2,Veterans Health,1733525,1258957,0,0,0,,,,,952628,305197,,0,0,,0,0,,,,,,,,,,,,
2021-02-09,,VA2,VA2,Veterans Health,1929100,1268553,0,0,0,,,,,958539,308881,,0,0,,0,0,,,,,,,,,,,,
2021-02-10,,VA2,VA2,Veterans Health,1986425,1322833,0,0,0,,,,,988979,332704,,0,0,,0,0,,,,,,,,,,,,
2021-02-11,,VA2,VA2,Veterans Health,2042525,1377358,0,0,0,,,,,1020271,355921,,0,0,,0,0,,,,,,,,,,,,
2021-02-12,,VA2,VA2,Veterans Health,2042525,1439337,0,0,0,,,,,1056801,381365,,0,0,,0,0,,,,,,,,,,,,
2021-02-13,,VA2,VA2,Veterans Health,2042525,1502661,0,0,0,,,,,1091919,409548,,0,0,,0,0,,,,,,,,,,,,
2021-02-14,,VA2,VA2,Veterans Health,2042525,1600830,0,0,0,,,,,1146573,453043,,0,0,,0,0,,,,,,,,,,,,
2021-02-16,,VA2,VA2,Veterans Health,2048375,1692702,0,0,0,,,,,1211927,479556,,0,0,,0,0,,,,,,,,,,,,
2021-02-17,,VA2,VA2,Veterans Health,2080550,1720294,0,0,0,,,,,1230159,488912,,0,0,,0,0,,,,,,,,,,,,
2021-02-18,,VA2,VA2,Veterans Health,2111750,1773677,0,0,0,,,,,1251428,521010,,0,0,,0,0,,,,,,,,,,,,
2021-02-19,,VA2,VA2,Veterans Health,2125400,1815046,0,0,0,,,,,1268720,545078,,0,0,,0,0,,,,,,,,,,,,
2021-02-20,,VA2,VA2,Veterans Health,2185950,1862965,0,0,0,,,,,1289839,571860,,0,0,,0,0,,,,,,,,,,,,
2021-02-21,,VA2,VA2,Veterans Health,2186925,1911289,0,0,0,,,,,1310255,599755,,0,0,,0,0,,,,,,,,,,,,
2021-02-22,,VA2,VA2,Veterans Health,2186925,1957142,0,0,0,,,,,1328177,627679,,0,0,,0,0,Report,1957142,1328177,627679,1328168,627676,0,0,0,0,1957130,0
2021-02-23,,VA2,VA2,Veterans Health,2384285,2002806,0,0,0,,,,,1345116,656399,,0,0,,0,0,Report,2002806,1345116,656399,1345103,656396,0,0,0,0,2002790,0
2021-02-24,,VA2,VA2,Veterans Health,2459785,2035752,0,0,0,,,,,1358289,676163,,0,0,,0,0,Report,2035752,1358289,676163,1358276,676159,0,0,0,0,2035735,0
2021-02-25,,VA2,VA2,Veterans Health,2595905,2077586,0,0,0,,,,,1377608,698669,,0,0,,0,0,Report,2077586,1377608,698669,1377595,698665,0,0,0,0,2077569,0
2021-02-26,,VA2,VA2,Veterans Health,2595905,2118065,0,0,0,,,,,1397648,719102,,0,0,,0,0,Report,2118065,1397648,719102,1397635,719098,0,0,0,0,2118048,0
2021-02-27,,VA2,VA2,Veterans Health,2597405,2238548,0,0,0,,,,,1461294,775917,,0,0,,0,0,Report,2238548,1461294,775917,1461281,775913,0,0,0,0,2238531,0
2021-02-28,,VA2,VA2,Veterans Health,2597405,2303674,0,0,0,,,,,1497145,805178,,0,0,,0,0,Report,2303674,1497145,805178,1497131,805173,0,0,0,0,2303655,0
2021-03-01,,VA2,VA2,Veterans Health,2597405,2356446,0,0,0,,,,,1532520,822571,,0,0,,0,0,Report,2356446,1532520,822571,1532506,822566,0,0,0,0,2356427,0
2021-03-02,,VA2,VA2,Veterans Health,2770485,2372611,0,0,0,,,,,1540721,830514,,0,0,,0,0,Report,2372611,1540721,830514,1540707,830509,0,0,0,0,2372592,0
2021-03-03,,VA2,VA2,Veterans Health,2779685,2420189,0,0,0,,,,,1565132,853672,,0,0,,0,0,Report,2420189,1565132,853672,1565118,853667,0,0,0,0,2420170,0
2021-03-04,,VA2,VA2,Veterans Health,3191805,2476015,0,0,0,,,,,1595222,879401,,0,0,,0,0,Report,2476015,1595222,879401,1595208,879396,0,0,0,0,2475996,0
2021-03-05,,VA2,VA2,Veterans Health,3194405,2535768,0,0,0,,,,,1628955,905414,,0,0,,0,0,Report,2535768,1628955,905414,1628941,905408,0,0,0,0,2535748,0
2021-03-06,,VA2,VA2,Veterans Health,3195405,2597371,0,0,0,,,,,1665682,930285,,0,0,,0,0,Report,2597371,1665682,930285,1665667,930279,0,0,0,0,2597350,0
2021-03-07,,VA2,VA2,Veterans Health,3195405,2658215,0,0,0,,,,,1702139,954657,,0,0,,0,0,Report,2658215,1702139,954657,1702124,954651,0,0,0,0,2658194,0
2020-12-30,52,VI,VIA,Virgin Islands,3950,147,3773,140,104680,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,VI,VIA,Virgin Islands,4925,199,4705,190,104680,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,VI,VIA,Virgin Islands,4925,199,4705,190,104680,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,VI,VIA,Virgin Islands,6600,231,6305,221,104680,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,VI,VIA,Virgin Islands,7675,283,7332,270,104680,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,VI,VIA,Virgin Islands,7775,318,7427,304,104680,141,177,0,0.041,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,VI,VIA,Virgin Islands,7875,410,7523,392,104680,188,222,0,0.052,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,VI,VIA,Virgin Islands,7875,636,7523,608,104680,295,341,0,0.081,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,VI,VIA,Virgin Islands,9175,880,8765,841,104680,409,471,0,0.096,0,0,880,0,0,841,,,,,,,,,,,,,,
2021-01-13,2,VI,VIA,Virgin Islands,9575,1195,9147,1142,104680,514,681,0,0.125,0,0,1195,0,0,1142,,,,,,,,,,,,,,
2021-01-14,,VI,VIA,Virgin Islands,10750,1424,10269,1360,104680,,,,,1267,157,,1210,150,,,,,,,,,,,,,,,
2021-01-15,,VI,VIA,Virgin Islands,11825,1631,11296,1558,104680,,,,,1474,157,,1408,150,,,,,,,,,,,,,,,
2021-01-19,,VI,VIA,Virgin Islands,11825,2135,11296,2040,104680,,,,,1970,165,,1882,158,,,,,,,,,,,,,,,
2021-01-20,,VI,VIA,Virgin Islands,12325,2418,11774,2310,104680,,,,,2178,240,,2081,229,,,,,,,,,,,,,,,
2021-01-21,,VI,VIA,Virgin Islands,13325,2744,12729,2621,104680,,,,,2450,294,,2340,281,,,,,,,,,,,,,,,
2021-01-22,,VI,VIA,Virgin Islands,13525,3070,12920,2933,104680,,,,,2703,367,,2582,351,,,,,,,,,,,,,,,
2021-01-23,,VI,VIA,Virgin Islands,13525,3355,12920,3205,104680,,,,,2946,409,,2814,391,,,,,,,,,,,,,,,
2021-01-24,,VI,VIA,Virgin Islands,13525,3378,12920,3227,104680,,,,,2969,409,,2836,391,,,,,,,,,,,,,,,
2021-01-25,,VI,VIA,Virgin Islands,14500,3399,13852,3247,104680,,,,,2984,415,,2851,396,,,,,,,,,,,,,,,
2021-01-26,,VI,VIA,Virgin Islands,15700,3747,14998,3579,104680,,,,,3251,496,,3106,474,,,,,,,,,,,,,,,
2021-01-27,,VI,VIA,Virgin Islands,16875,4174,16121,3987,104680,,,,,3538,636,,3380,608,,,,,,,,,,,,,,,
2021-01-28,,VI,VIA,Virgin Islands,17075,4620,16312,4413,104680,,,,,3901,719,,3727,687,,3.73,0.69,,,,,,,,,,,,
2021-01-29,,VI,VIA,Virgin Islands,17075,5256,16312,5021,104680,,,,,4367,889,,4172,849,,4.17,0.85,,,,,,,,,,,,
2021-01-30,,VI,VIA,Virgin Islands,17075,5967,16312,5700,104680,,,,,4898,1069,,4679,1021,,4.68,1.02,,,,,,,,,,,,
2021-01-31,,VI,VIA,Virgin Islands,17075,6008,16312,5739,104680,,,,,4920,1088,,4700,1039,,4.7,1.04,,,,,,,,,,,,
2021-02-01,,VI,VIA,Virgin Islands,17075,6116,16312,5843,104680,,,,,5026,1090,,4801,1041,,4.8,1.04,,,,,,,,,,,,
2021-02-02,,VI,VIA,Virgin Islands,20325,6709,19416,6409,104680,,,,,5447,1262,,5203,1206,,5.2,1.2,,,,,,,,,,,,
2021-02-03,,VI,VIA,Virgin Islands,20325,7387,19416,7057,104680,,,,,5906,1481,,5642,1415,,5.6,1.4,,,,,,,,,,,,
2021-02-04,,VI,VIA,Virgin Islands,20625,8212,19703,7845,104680,,,,,6237,1975,,5958,1887,,6,1.9,,,,,,,,,,,,
2021-02-05,,VI,VIA,Virgin Islands,20625,8884,19703,8487,104680,,,,,6673,2211,,6375,2112,,6.4,2.1,,,,,,,,,,,,
2021-02-06,,VI,VIA,Virgin Islands,20625,9466,19703,9043,104680,,,,,6961,2505,,6650,2393,,6.6,2.4,,,,,,,,,,,,
2021-02-07,,VI,VIA,Virgin Islands,20625,9477,19703,9053,104680,,,,,6972,2505,,6660,2393,,6.7,2.4,,,,,,,,,,,,
2021-02-08,,VI,VIA,Virgin Islands,20625,9529,19703,9103,104680,,,,,7014,2515,,6700,2403,,6.7,2.4,,,,,,,,,,,,
2021-02-09,,VI,VIA,Virgin Islands,21525,10064,20563,9614,104680,,,,,7313,2751,,6986,2628,,7,2.6,,,,,,,,,,,,
2021-02-10,,VI,VIA,Virgin Islands,24275,10718,23190,10239,104680,,,,,7762,2956,,7415,2824,,7.4,2.8,,,,,,,,,,,,
2021-02-11,,VI,VIA,Virgin Islands,25450,11168,24312,10669,104680,,,,,8039,3129,,7680,2989,,7.5,2.9,,,,,,,,,,,,
2021-02-12,,VI,VIA,Virgin Islands,26425,11691,25244,11168,104680,,,,,8404,3287,,8028,3140,,7.9,3.1,,,,,,,,,,,,
2021-02-13,,VI,VIA,Virgin Islands,26425,12182,25244,11637,104680,,,,,8649,3533,,8262,3375,,8.1,3.3,,,,,,,,,,,,
2021-02-14,,VI,VIA,Virgin Islands,26425,12288,25244,11739,104680,,,,,8730,3558,,8340,3399,,8.2,3.4,,,,,,,,,,,,
2021-02-16,,VI,VIA,Virgin Islands,26425,12418,25244,11863,104680,,,,,8806,3612,,8412,3451,,8.2,3.4,,,,,,,,,,,,
2021-02-17,,VI,VIA,Virgin Islands,26425,13162,25244,12574,104680,,,,,9302,3860,,8886,3687,,8.7,3.6,,,,,,,,,,,,
2021-02-18,,VI,VIA,Virgin Islands,26425,13648,25244,13038,104680,,,,,9473,4175,,9049,3988,,8.9,3.9,,,,,,,,,,,,
2021-02-19,,VI,VIA,Virgin Islands,26425,14851,25244,14187,104680,,,,,10399,4452,,9934,4253,,9.7,4.2,,,,,,,,,,,,
2021-02-20,,VI,VIA,Virgin Islands,26425,15826,25244,15118,104680,,,,,11041,4785,,10547,4571,,10.3,4.5,,,,,,,,,,,,
2021-02-21,,VI,VIA,Virgin Islands,26425,16123,25244,15402,104680,,,,,11244,4879,,10741,4661,,10.5,4.6,,,,,,,,,,,,
2021-02-22,,VI,VIA,Virgin Islands,26425,16187,25244,15463,104680,,,,,11247,4940,,10744,4719,,10.5,4.7,Report,15909,11027,4881,11018,4878,13.5,6,81650,32364,16176,19811
2021-02-23,,VI,VIA,Virgin Islands,28825,16893,27536,16138,104680,,,,,11669,5224,,11147,4990,,10.9,4.9,Report,16593,11434,5158,11424,5155,14,6.3,81650,35303,16881,20675
2021-02-24,,VI,VIA,Virgin Islands,29525,17447,28205,16667,104680,,,,,11939,5506,,11405,5260,,11.2,5.2,Report,17147,11702,5442,11692,5439,14.3,6.7,81650,36160,17435,21353
2021-02-25,,VI,VIA,Virgin Islands,36080,17778,34467,16983,104680,,,,,12112,5664,,11571,5411,,11.3,5.3,Report,17472,11874,5595,11864,5592,14.5,6.8,81650,44189,17766,21759
2021-02-26,,VI,VIA,Virgin Islands,36080,18684,34467,17849,104680,,,,,12613,6066,,12049,5795,,11.8,5.7,Report,18347,12363,5978,12353,5975,15.1,7.3,81650,44189,18672,22868
2021-02-27,,VI,VIA,Virgin Islands,36080,19118,34467,18263,104680,,,,,12740,6373,,12170,6088,,11.9,6,Report,18779,12495,6278,12485,6275,15.3,7.7,81650,44189,19106,23400
2021-02-28,,VI,VIA,Virgin Islands,36080,19369,34467,18503,104680,,,,,12922,6434,,12344,6146,,12.1,6.1,Report,19033,12681,6338,12671,6335,15.5,7.8,81650,44189,19357,23707
2021-03-01,,VI,VIA,Virgin Islands,36080,19470,34467,18600,104680,,,,,12925,6531,,12347,6239,,12.1,6.1,Report,19136,12685,6436,12675,6433,15.5,7.9,81650,44189,19458,23831
2021-03-02,,VI,VIA,Virgin Islands,37680,19736,35995,18854,104680,,,,,13071,6651,,12487,6354,,12.3,6.3,Report,19403,12831,6557,12821,6554,15.7,8,81650,46148,19724,24157
2021-03-03,,VI,VIA,Virgin Islands,38080,20149,36378,19248,104680,,,,,13286,6849,,12692,6543,,12.5,6.5,Report,19813,13044,6754,13033,6751,16,8.3,81650,46638,20136,24661
2021-03-04,,VI,VIA,Virgin Islands,38080,21615,36378,20649,104680,,,,,14414,7187,,13770,6866,,13.5,6.8,Report,21224,14123,7086,14097,7083,17.3,8.7,81650,46638,21587,26438
2021-03-05,,VI,VIA,Virgin Islands,40420,22365,38613,21365,104680,,,,,14890,7458,,14224,7125,,13.9,7,Report,21958,14581,7359,14548,7356,17.8,9,81650,49504,22330,27348
2021-03-06,,VI,VIA,Virgin Islands,40420,23014,38613,21985,104680,,,,,15380,7616,,14692,7276,,14.4,7.2,Report,22565,15032,7514,14996,7511,18.4,9.2,81650,49504,22976,28140
2021-03-07,,VI,VIA,Virgin Islands,40420,23033,38613,22003,104680,,,,,15393,7622,,14705,7281,,14.4,7.2,Report,22588,15047,7522,15010,7519,18.4,9.2,81650,49504,22995,28163
2020-12-30,52,VT,VTA,Vermont,30025,9063,4812,1452,623989,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,VT,VTA,Vermont,30025,15478,4812,2480,623989,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,VT,VTA,Vermont,33925,15955,5437,2557,623989,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,VT,VTA,Vermont,33925,15955,5437,2557,623989,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,VT,VTA,Vermont,37825,18740,6062,3003,623989,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,VT,VTA,Vermont,48550,18740,7781,3003,623989,8321,10418,1,0.386,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,VT,VTA,Vermont,48550,22331,7781,3579,623989,10106,12223,2,0.46,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,VT,VTA,Vermont,54250,25757,8694,4128,623989,10959,14796,2,0.475,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,VT,VTA,Vermont,64925,25757,10405,4128,623989,10959,14796,2,0.397,0,0,25757,0,0,4128,,,,,,,,,,,,,,
2021-01-13,2,VT,VTA,Vermont,69800,29571,11186,4739,623989,12877,16691,3,0.424,0,0,29571,0,0,4739,,,,,,,,,,,,,,
2021-01-14,,VT,VTA,Vermont,69800,29571,11186,4739,623989,,,,,26603,2958,,4263,474,,,,,,,,,,,,,,,
2021-01-15,,VT,VTA,Vermont,74000,32470,11859,5204,623989,,,,,28355,4100,,4544,657,,,,,,,,,,,,,,,
2021-01-19,,VT,VTA,Vermont,74000,40581,11859,6503,623989,,,,,34427,6114,,5517,980,,,,,,,,,,,,,,,
2021-01-20,,VT,VTA,Vermont,75950,40814,12172,6541,623989,,,,,34607,6167,,5546,988,,,,,,,,,,,,,,,
2021-01-21,,VT,VTA,Vermont,78875,42835,12640,6865,623989,,,,,36233,6545,,5807,1049,,,,,,,,,,,,,,,
2021-01-22,,VT,VTA,Vermont,84825,46447,13594,7444,623989,,,,,38432,7954,,6159,1275,,,,,,,,,,,,,,,
2021-01-23,,VT,VTA,Vermont,90000,49426,14423,7921,623989,,,,,40484,8877,,6488,1423,,,,,,,,,,,,,,,
2021-01-24,,VT,VTA,Vermont,90000,51872,14423,8313,623989,,,,,41950,9853,,6723,1579,,,,,,,,,,,,,,,
2021-01-25,,VT,VTA,Vermont,90000,53624,14423,8594,623989,,,,,43356,10195,,6948,1634,,,,,,,,,,,,,,,
2021-01-26,,VT,VTA,Vermont,92925,54416,14892,8721,623989,,,,,43994,10349,,7050,1659,,,,,,,,,,,,,,,
2021-01-27,,VT,VTA,Vermont,96825,55377,15517,8875,623989,,,,,44498,10806,,7131,1732,,,,,,,,,,,,,,,
2021-01-28,,VT,VTA,Vermont,98775,58871,15830,9435,623989,,,,,46376,12418,,7432,1990,,7.43,1.99,,,,,,,,,,,,
2021-01-29,,VT,VTA,Vermont,99750,61737,15986,9894,623989,,,,,47485,14168,,7610,2271,,7.61,2.27,,,,,,,,,,,,
2021-01-30,,VT,VTA,Vermont,99750,63777,15986,10221,623989,,,,,48473,15213,,7768,2438,,7.77,2.44,,,,,,,,,,,,
2021-01-31,,VT,VTA,Vermont,99750,67180,15986,10766,623989,,,,,50571,16491,,8104,2643,,8.1,2.64,,,,,,,,,,,,
2021-02-01,,VT,VTA,Vermont,99750,72428,15986,11607,623989,,,,,53967,18338,,8649,2939,,8.65,2.94,,,,,,,,,,,,
